study,contrast,method,region_1,region_2,direction
767,SZ-HC,SBCW,Auditory,Orbito-Affective,0
767,SZ-HC,SBCW,Language,Language,0
767,SZ-HC,SBCW,Dorsal-attention,Language,0
767,SZ-HC,SBCW,Frontoparietal,Language,0
767,SZ-HC,SBCW,Cingulo-Opercular,Language,0
767,SZ-HC,SBCW,Default,Language,0
767,SZ-HC,SBCW,Language,Posterior-Multimodal,0
767,SZ-HC,SBCW,Language,Ventral-Multimodal,0
767,SZ-HC,SBCW,Language,Orbito-Affective,0
767,SZ-HC,SBCW,Dorsal-attention,Dorsal-attention,0
767,SZ-HC,SBCW,Dorsal-attention,Frontoparietal,0
767,SZ-HC,SBCW,Cingulo-Opercular,Dorsal-attention,0
767,SZ-HC,SBCW,Default,Dorsal-attention,0
767,SZ-HC,SBCW,Dorsal-attention,Posterior-Multimodal,0
767,SZ-HC,SBCW,Dorsal-attention,Ventral-Multimodal,0
767,SZ-HC,SBCW,Dorsal-attention,Orbito-Affective,0
767,SZ-HC,SBCW,Frontoparietal,Frontoparietal,0
767,SZ-HC,SBCW,Cingulo-Opercular,Frontoparietal,0
767,SZ-HC,SBCW,Default,Frontoparietal,0
767,SZ-HC,SBCW,Frontoparietal,Posterior-Multimodal,0
767,SZ-HC,SBCW,Frontoparietal,Ventral-Multimodal,0
767,SZ-HC,SBCW,Frontoparietal,Orbito-Affective,0
767,SZ-HC,SBCW,Cingulo-Opercular,Cingulo-Opercular,0
767,SZ-HC,SBCW,Cingulo-Opercular,Default,0
767,SZ-HC,SBCW,Cingulo-Opercular,Posterior-Multimodal,0
767,SZ-HC,SBCW,Cingulo-Opercular,Ventral-Multimodal,0
767,SZ-HC,SBCW,Cingulo-Opercular,Orbito-Affective,0
767,SZ-HC,SBCW,Default,Default,0
767,SZ-HC,SBCW,Default,Posterior-Multimodal,0
767,SZ-HC,SBCW,Default,Ventral-Multimodal,0
767,SZ-HC,SBCW,Default,Orbito-Affective,0
767,SZ-HC,SBCW,Posterior-Multimodal,Posterior-Multimodal,0
767,SZ-HC,SBCW,Posterior-Multimodal,Ventral-Multimodal,0
767,SZ-HC,SBCW,Orbito-Affective,Posterior-Multimodal,0
767,SZ-HC,SBCW,Ventral-Multimodal,Ventral-Multimodal,0
767,SZ-HC,SBCW,Orbito-Affective,Ventral-Multimodal,0
767,SZ-HC,SBCW,Orbito-Affective,Orbito-Affective,0
771,SZ-HC,SBVW,Orbito-Affective,Visual1,-1
771,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,-1
771,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,-1
771,SZ-HC,SBVW,Default,Orbito-Affective,-1
771,SZ-HC,SBVW,Orbito-Affective,Visual1,0
771,SZ-HC,SBVW,Orbito-Affective,Visual2,0
771,SZ-HC,SBVW,Orbito-Affective,Somatomotor,0
771,SZ-HC,SBVW,Auditory,Orbito-Affective,0
771,SZ-HC,SBVW,Language,Orbito-Affective,0
771,SZ-HC,SBVW,Dorsal-attention,Orbito-Affective,0
771,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,0
771,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
771,SZ-HC,SBVW,Default,Orbito-Affective,0
771,SZ-HC,SBVW,Orbito-Affective,Posterior-Multimodal,0
771,SZ-HC,SBVW,Orbito-Affective,Ventral-Multimodal,0
771,SZ-HC,SBVW,Orbito-Affective,Orbito-Affective,0
773,SZ-HC,ReHo,Default,Default,1
773,SZ-HC,ReHo,Auditory,Auditory,-1
773,SZ-HC,ReHo,Somatomotor,Somatomotor,-1
773,SZ-HC,ReHo,Frontoparietal,Frontoparietal,-1
773,SZ-HC,ReHo,Visual1,Visual1,0
773,SZ-HC,ReHo,Visual2,Visual2,0
773,SZ-HC,ReHo,Somatomotor,Somatomotor,0
773,SZ-HC,ReHo,Auditory,Auditory,0
773,SZ-HC,ReHo,Language,Language,0
773,SZ-HC,ReHo,Dorsal-attention,Dorsal-attention,0
773,SZ-HC,ReHo,Frontoparietal,Frontoparietal,0
773,SZ-HC,ReHo,Cingulo-Opercular,Cingulo-Opercular,0
773,SZ-HC,ReHo,Default,Default,0
773,SZ-HC,ReHo,Posterior-Multimodal,Posterior-Multimodal,0
773,SZ-HC,ReHo,Ventral-Multimodal,Ventral-Multimodal,0
773,SZ-HC,ReHo,Orbito-Affective,Orbito-Affective,0
775,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,-1
775,SZ-HC,SBVW,Frontoparietal,Frontoparietal,-1
775,SZ-HC,SBVW,Default,Frontoparietal,-1
775,SZ-HC,SBVW,Frontoparietal,Visual1,-1
775,SZ-HC,SBVW,Frontoparietal,Visual2,-1
775,SZ-HC,SBVW,Frontoparietal,Somatomotor,-1
775,SZ-HC,SBVW,Auditory,Frontoparietal,-1
775,SZ-HC,SBVW,Dorsal-attention,Frontoparietal,-1
775,SZ-HC,SBVW,Frontoparietal,Posterior-Multimodal,-1
775,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Visual1,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Visual2,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,-1
775,SZ-HC,SBVW,Auditory,Cingulo-Opercular,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Dorsal-attention,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Default,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,-1
775,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,-1
775,SZ-HC,SBVW,Default,Frontoparietal,1
775,SZ-HC,SBVW,Frontoparietal,Somatomotor,1
775,SZ-HC,SBVW,Somatomotor,Visual1,1
775,SZ-HC,SBVW,Somatomotor,Visual2,1
775,SZ-HC,SBVW,Somatomotor,Somatomotor,1
775,SZ-HC,SBVW,Auditory,Somatomotor,1
775,SZ-HC,SBVW,Dorsal-attention,Somatomotor,1
775,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,1
775,SZ-HC,SBVW,Default,Somatomotor,1
775,SZ-HC,SBVW,Posterior-Multimodal,Somatomotor,1
775,SZ-HC,SBVW,Orbito-Affective,Somatomotor,1
775,SZ-HC,SBVW,Frontoparietal,Visual1,0
775,SZ-HC,SBVW,Frontoparietal,Visual2,0
775,SZ-HC,SBVW,Frontoparietal,Somatomotor,0
775,SZ-HC,SBVW,Auditory,Frontoparietal,0
775,SZ-HC,SBVW,Frontoparietal,Language,0
775,SZ-HC,SBVW,Dorsal-attention,Frontoparietal,0
775,SZ-HC,SBVW,Frontoparietal,Frontoparietal,0
775,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
775,SZ-HC,SBVW,Default,Frontoparietal,0
775,SZ-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
775,SZ-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
775,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,0
775,SZ-HC,SBVW,Cingulo-Opercular,Visual1,0
775,SZ-HC,SBVW,Cingulo-Opercular,Visual2,0
775,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,0
775,SZ-HC,SBVW,Auditory,Cingulo-Opercular,0
775,SZ-HC,SBVW,Cingulo-Opercular,Language,0
775,SZ-HC,SBVW,Cingulo-Opercular,Dorsal-attention,0
775,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,0
775,SZ-HC,SBVW,Cingulo-Opercular,Default,0
775,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,0
775,SZ-HC,SBVW,Cingulo-Opercular,Ventral-Multimodal,0
775,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
775,SZ-HC,SBVW,Somatomotor,Visual1,0
775,SZ-HC,SBVW,Somatomotor,Visual2,0
775,SZ-HC,SBVW,Somatomotor,Somatomotor,0
775,SZ-HC,SBVW,Auditory,Somatomotor,0
775,SZ-HC,SBVW,Language,Somatomotor,0
775,SZ-HC,SBVW,Dorsal-attention,Somatomotor,0
775,SZ-HC,SBVW,Default,Somatomotor,0
775,SZ-HC,SBVW,Posterior-Multimodal,Somatomotor,0
775,SZ-HC,SBVW,Somatomotor,Ventral-Multimodal,0
775,SZ-HC,SBVW,Orbito-Affective,Somatomotor,0
782,SZ-HC,VMHC,Default,Default,-1
782,SZ-HC,VMHC,Visual2,Visual2,-1
782,SZ-HC,VMHC,Cingulo-Opercular,Cingulo-Opercular,-1
782,SZ-HC,VMHC,Auditory,Auditory,-1
782,SZ-HC,VMHC,Somatomotor,Somatomotor,-1
782,SZ-HC,VMHC,Default,Frontoparietal,-1
782,SZ-HC,VMHC,Frontoparietal,Frontoparietal,-1
782,SZ-HC,VMHC,Visual1,Visual1,0
782,SZ-HC,VMHC,Visual2,Visual2,0
782,SZ-HC,VMHC,Somatomotor,Somatomotor,0
782,SZ-HC,VMHC,Language,Language,0
782,SZ-HC,VMHC,Dorsal-attention,Dorsal-attention,0
782,SZ-HC,VMHC,Frontoparietal,Frontoparietal,0
782,SZ-HC,VMHC,Cingulo-Opercular,Cingulo-Opercular,0
782,SZ-HC,VMHC,Default,Default,0
782,SZ-HC,VMHC,Posterior-Multimodal,Posterior-Multimodal,0
782,SZ-HC,VMHC,Ventral-Multimodal,Ventral-Multimodal,0
782,SZ-HC,VMHC,Auditory,Auditory,0
782,SZ-HC,VMHC,Orbito-Affective,Orbito-Affective,0
793,BD-HC,ICA,Somatomotor,Somatomotor,-1
793,BD-HC,ICA,Visual1,Visual1,0
793,BD-HC,ICA,Visual2,Visual2,0
793,BD-HC,ICA,Somatomotor,Somatomotor,0
793,BD-HC,ICA,Auditory,Auditory,0
793,BD-HC,ICA,Language,Language,0
793,BD-HC,ICA,Dorsal-attention,Dorsal-attention,0
793,BD-HC,ICA,Frontoparietal,Frontoparietal,0
793,BD-HC,ICA,Cingulo-Opercular,Cingulo-Opercular,0
793,BD-HC,ICA,Default,Default,0
793,BD-HC,ICA,Posterior-Multimodal,Posterior-Multimodal,0
793,BD-HC,ICA,Ventral-Multimodal,Ventral-Multimodal,0
793,BD-HC,ICA,Orbito-Affective,Orbito-Affective,0
798,SZ-HC,SBVW,Cingulo-Opercular,Default,-1
798,SZ-HC,SBVW,Default,Visual1,0
798,SZ-HC,SBVW,Default,Visual2,0
798,SZ-HC,SBVW,Default,Somatomotor,0
798,SZ-HC,SBVW,Auditory,Default,0
798,SZ-HC,SBVW,Default,Language,0
798,SZ-HC,SBVW,Default,Dorsal-attention,0
798,SZ-HC,SBVW,Default,Frontoparietal,0
798,SZ-HC,SBVW,Cingulo-Opercular,Default,0
798,SZ-HC,SBVW,Default,Default,0
798,SZ-HC,SBVW,Default,Posterior-Multimodal,0
798,SZ-HC,SBVW,Default,Ventral-Multimodal,0
798,SZ-HC,SBVW,Default,Orbito-Affective,0
800,MDD-HC,STR,Cingulo-Opercular,Frontoparietal,-1
800,MDD-HC,STR,Cingulo-Opercular,Cingulo-Opercular,-1
800,MDD-HC,STR,Cingulo-Opercular,Somatomotor,-1
800,MDD-HC,STR,Cingulo-Opercular,Somatomotor,0
800,MDD-HC,STR,Cingulo-Opercular,Language,0
800,MDD-HC,STR,Cingulo-Opercular,Dorsal-attention,0
800,MDD-HC,STR,Cingulo-Opercular,Frontoparietal,0
800,MDD-HC,STR,Cingulo-Opercular,Cingulo-Opercular,0
800,MDD-HC,STR,Cingulo-Opercular,Default,0
800,MDD-HC,STR,Cingulo-Opercular,Orbito-Affective,0
800,MDD-HC,STR,Frontoparietal,Somatomotor,0
800,MDD-HC,STR,Frontoparietal,Language,0
800,MDD-HC,STR,Dorsal-attention,Frontoparietal,0
800,MDD-HC,STR,Frontoparietal,Frontoparietal,0
800,MDD-HC,STR,Default,Frontoparietal,0
800,MDD-HC,STR,Frontoparietal,Orbito-Affective,0
806,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,-1
806,MDD-HC,SBVW,Frontoparietal,Frontoparietal,-1
806,MDD-HC,SBVW,Frontoparietal,Somatomotor,1
806,MDD-HC,SBVW,Frontoparietal,Frontoparietal,1
806,MDD-HC,SBVW,Default,Frontoparietal,1
806,MDD-HC,SBVW,Frontoparietal,Language,1
806,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,1
806,MDD-HC,SBVW,Auditory,Frontoparietal,1
806,MDD-HC,SBVW,Frontoparietal,Visual2,1
806,MDD-HC,SBVW,Frontoparietal,Visual1,1
806,MDD-HC,SBVW,Dorsal-attention,Frontoparietal,1
806,MDD-HC,SBVW,Frontoparietal,Posterior-Multimodal,1
806,MDD-HC,SBVW,Visual1,Visual1,0
806,MDD-HC,SBVW,Visual1,Visual2,0
806,MDD-HC,SBVW,Somatomotor,Visual1,0
806,MDD-HC,SBVW,Auditory,Visual1,0
806,MDD-HC,SBVW,Language,Visual1,0
806,MDD-HC,SBVW,Dorsal-attention,Visual1,0
806,MDD-HC,SBVW,Frontoparietal,Visual1,0
806,MDD-HC,SBVW,Cingulo-Opercular,Visual1,0
806,MDD-HC,SBVW,Default,Visual1,0
806,MDD-HC,SBVW,Posterior-Multimodal,Visual1,0
806,MDD-HC,SBVW,Ventral-Multimodal,Visual1,0
806,MDD-HC,SBVW,Orbito-Affective,Visual1,0
806,MDD-HC,SBVW,Default,Visual2,0
806,MDD-HC,SBVW,Default,Somatomotor,0
806,MDD-HC,SBVW,Auditory,Default,0
806,MDD-HC,SBVW,Default,Language,0
806,MDD-HC,SBVW,Default,Dorsal-attention,0
806,MDD-HC,SBVW,Default,Frontoparietal,0
806,MDD-HC,SBVW,Cingulo-Opercular,Default,0
806,MDD-HC,SBVW,Default,Default,0
806,MDD-HC,SBVW,Default,Posterior-Multimodal,0
806,MDD-HC,SBVW,Default,Ventral-Multimodal,0
806,MDD-HC,SBVW,Default,Orbito-Affective,0
806,MDD-HC,SBVW,Frontoparietal,Visual2,0
806,MDD-HC,SBVW,Frontoparietal,Somatomotor,0
806,MDD-HC,SBVW,Auditory,Frontoparietal,0
806,MDD-HC,SBVW,Frontoparietal,Language,0
806,MDD-HC,SBVW,Dorsal-attention,Frontoparietal,0
806,MDD-HC,SBVW,Frontoparietal,Frontoparietal,0
806,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
806,MDD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
806,MDD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
806,MDD-HC,SBVW,Frontoparietal,Orbito-Affective,0
809,MDD-HC,SBVW,Default,Visual1,-1
809,MDD-HC,SBVW,Visual1,Visual1,0
809,MDD-HC,SBVW,Visual1,Visual2,0
809,MDD-HC,SBVW,Somatomotor,Visual1,0
809,MDD-HC,SBVW,Auditory,Visual1,0
809,MDD-HC,SBVW,Language,Visual1,0
809,MDD-HC,SBVW,Dorsal-attention,Visual1,0
809,MDD-HC,SBVW,Frontoparietal,Visual1,0
809,MDD-HC,SBVW,Cingulo-Opercular,Visual1,0
809,MDD-HC,SBVW,Default,Visual1,0
809,MDD-HC,SBVW,Posterior-Multimodal,Visual1,0
809,MDD-HC,SBVW,Ventral-Multimodal,Visual1,0
809,MDD-HC,SBVW,Orbito-Affective,Visual1,0
816,SZ-HC,SBVW,Default,Frontoparietal,1
816,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,1
816,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,-1
816,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,1
816,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,1
816,SZ-HC,SBVW,Somatomotor,Somatomotor,1
816,SZ-HC,SBVW,Frontoparietal,Somatomotor,1
816,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,-1
816,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,-1
816,SZ-HC,SBVW,Default,Somatomotor,1
816,SZ-HC,SBVW,Somatomotor,Visual2,1
816,SZ-HC,SBVW,Cingulo-Opercular,Default,1
816,SZ-HC,SBVW,Cingulo-Opercular,Visual2,1
816,SZ-HC,SBVW,Frontoparietal,Visual2,1
816,SZ-HC,SBVW,Frontoparietal,Frontoparietal,1
816,SZ-HC,SBVW,Somatomotor,Visual1,1
816,SZ-HC,SBVW,Dorsal-attention,Somatomotor,1
816,SZ-HC,SBVW,Auditory,Cingulo-Opercular,1
816,SZ-HC,SBVW,Auditory,Frontoparietal,1
816,SZ-HC,SBVW,Frontoparietal,Visual1,1
816,SZ-HC,SBVW,Frontoparietal,Language,1
816,SZ-HC,SBVW,Frontoparietal,Visual1,0
816,SZ-HC,SBVW,Frontoparietal,Visual2,0
816,SZ-HC,SBVW,Frontoparietal,Somatomotor,0
816,SZ-HC,SBVW,Auditory,Frontoparietal,0
816,SZ-HC,SBVW,Frontoparietal,Language,0
816,SZ-HC,SBVW,Dorsal-attention,Frontoparietal,0
816,SZ-HC,SBVW,Frontoparietal,Frontoparietal,0
816,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
816,SZ-HC,SBVW,Default,Frontoparietal,0
816,SZ-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
816,SZ-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
816,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,0
816,SZ-HC,SBVW,Default,Visual1,0
816,SZ-HC,SBVW,Default,Visual2,0
816,SZ-HC,SBVW,Default,Somatomotor,0
816,SZ-HC,SBVW,Auditory,Default,0
816,SZ-HC,SBVW,Default,Language,0
816,SZ-HC,SBVW,Default,Dorsal-attention,0
816,SZ-HC,SBVW,Cingulo-Opercular,Default,0
816,SZ-HC,SBVW,Default,Default,0
816,SZ-HC,SBVW,Default,Posterior-Multimodal,0
816,SZ-HC,SBVW,Default,Ventral-Multimodal,0
816,SZ-HC,SBVW,Default,Orbito-Affective,0
816,SZ-HC,SBVW,Cingulo-Opercular,Visual1,0
816,SZ-HC,SBVW,Cingulo-Opercular,Visual2,0
816,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,0
816,SZ-HC,SBVW,Auditory,Cingulo-Opercular,0
816,SZ-HC,SBVW,Cingulo-Opercular,Language,0
816,SZ-HC,SBVW,Cingulo-Opercular,Dorsal-attention,0
816,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,0
816,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,0
816,SZ-HC,SBVW,Cingulo-Opercular,Ventral-Multimodal,0
816,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
816,SZ-HC,SBVW,Somatomotor,Visual1,0
816,SZ-HC,SBVW,Somatomotor,Visual2,0
816,SZ-HC,SBVW,Somatomotor,Somatomotor,0
816,SZ-HC,SBVW,Auditory,Somatomotor,0
816,SZ-HC,SBVW,Language,Somatomotor,0
816,SZ-HC,SBVW,Dorsal-attention,Somatomotor,0
816,SZ-HC,SBVW,Posterior-Multimodal,Somatomotor,0
816,SZ-HC,SBVW,Somatomotor,Ventral-Multimodal,0
816,SZ-HC,SBVW,Orbito-Affective,Somatomotor,0
822,MDD-HC,SBVW,Frontoparietal,Orbito-Affective,-1
822,MDD-HC,SBVW,Default,Orbito-Affective,-1
822,MDD-HC,SBVW,Orbito-Affective,Somatomotor,-1
822,MDD-HC,SBVW,Orbito-Affective,Visual2,-1
822,MDD-HC,SBVW,Cingulo-Opercular,Orbito-Affective,1
822,MDD-HC,SBVW,Frontoparietal,Orbito-Affective,1
822,MDD-HC,SBVW,Orbito-Affective,Visual1,0
822,MDD-HC,SBVW,Orbito-Affective,Visual2,0
822,MDD-HC,SBVW,Orbito-Affective,Somatomotor,0
822,MDD-HC,SBVW,Auditory,Orbito-Affective,0
822,MDD-HC,SBVW,Language,Orbito-Affective,0
822,MDD-HC,SBVW,Dorsal-attention,Orbito-Affective,0
822,MDD-HC,SBVW,Frontoparietal,Orbito-Affective,0
822,MDD-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
822,MDD-HC,SBVW,Default,Orbito-Affective,0
822,MDD-HC,SBVW,Orbito-Affective,Posterior-Multimodal,0
822,MDD-HC,SBVW,Orbito-Affective,Ventral-Multimodal,0
822,MDD-HC,SBVW,Orbito-Affective,Orbito-Affective,0
822,MDD-HC,SBVW,Visual1,Visual1,0
822,MDD-HC,SBVW,Visual1,Visual2,0
822,MDD-HC,SBVW,Somatomotor,Visual1,0
822,MDD-HC,SBVW,Auditory,Visual1,0
822,MDD-HC,SBVW,Language,Visual1,0
822,MDD-HC,SBVW,Dorsal-attention,Visual1,0
822,MDD-HC,SBVW,Frontoparietal,Visual1,0
822,MDD-HC,SBVW,Cingulo-Opercular,Visual1,0
822,MDD-HC,SBVW,Default,Visual1,0
822,MDD-HC,SBVW,Posterior-Multimodal,Visual1,0
822,MDD-HC,SBVW,Ventral-Multimodal,Visual1,0
823,BD-HC,SBVW,Default,Default,-1
823,BD-HC,SBVW,Default,Frontoparietal,-1
823,BD-HC,SBVW,Default,Visual1,0
823,BD-HC,SBVW,Default,Visual2,0
823,BD-HC,SBVW,Default,Somatomotor,0
823,BD-HC,SBVW,Auditory,Default,0
823,BD-HC,SBVW,Default,Language,0
823,BD-HC,SBVW,Default,Dorsal-attention,0
823,BD-HC,SBVW,Default,Frontoparietal,0
823,BD-HC,SBVW,Cingulo-Opercular,Default,0
823,BD-HC,SBVW,Default,Default,0
823,BD-HC,SBVW,Default,Posterior-Multimodal,0
823,BD-HC,SBVW,Default,Ventral-Multimodal,0
823,BD-HC,SBVW,Default,Orbito-Affective,0
823,BD-HC,SBVW,Language,Visual1,0
823,BD-HC,SBVW,Language,Visual2,0
823,BD-HC,SBVW,Language,Somatomotor,0
823,BD-HC,SBVW,Auditory,Language,0
823,BD-HC,SBVW,Language,Language,0
823,BD-HC,SBVW,Dorsal-attention,Language,0
823,BD-HC,SBVW,Frontoparietal,Language,0
823,BD-HC,SBVW,Cingulo-Opercular,Language,0
823,BD-HC,SBVW,Language,Posterior-Multimodal,0
823,BD-HC,SBVW,Language,Ventral-Multimodal,0
823,BD-HC,SBVW,Language,Orbito-Affective,0
823,BD-HC,SBVW,Frontoparietal,Visual1,0
823,BD-HC,SBVW,Frontoparietal,Visual2,0
823,BD-HC,SBVW,Frontoparietal,Somatomotor,0
823,BD-HC,SBVW,Auditory,Frontoparietal,0
823,BD-HC,SBVW,Dorsal-attention,Frontoparietal,0
823,BD-HC,SBVW,Frontoparietal,Frontoparietal,0
823,BD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
823,BD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
823,BD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
823,BD-HC,SBVW,Frontoparietal,Orbito-Affective,0
824,BD-HC,SBVW,Default,Frontoparietal,1
824,BD-HC,SBVW,Frontoparietal,Frontoparietal,1
824,BD-HC,SBVW,Frontoparietal,Frontoparietal,-1
824,BD-HC,SBVW,Frontoparietal,Visual1,0
824,BD-HC,SBVW,Frontoparietal,Visual2,0
824,BD-HC,SBVW,Frontoparietal,Somatomotor,0
824,BD-HC,SBVW,Auditory,Frontoparietal,0
824,BD-HC,SBVW,Frontoparietal,Language,0
824,BD-HC,SBVW,Dorsal-attention,Frontoparietal,0
824,BD-HC,SBVW,Frontoparietal,Frontoparietal,0
824,BD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
824,BD-HC,SBVW,Default,Frontoparietal,0
824,BD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
824,BD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
824,BD-HC,SBVW,Frontoparietal,Orbito-Affective,0
824,BD-HC,SBVW,Default,Visual1,0
824,BD-HC,SBVW,Default,Visual2,0
824,BD-HC,SBVW,Default,Somatomotor,0
824,BD-HC,SBVW,Auditory,Default,0
824,BD-HC,SBVW,Default,Language,0
824,BD-HC,SBVW,Default,Dorsal-attention,0
824,BD-HC,SBVW,Cingulo-Opercular,Default,0
824,BD-HC,SBVW,Default,Default,0
824,BD-HC,SBVW,Default,Posterior-Multimodal,0
824,BD-HC,SBVW,Default,Ventral-Multimodal,0
824,BD-HC,SBVW,Default,Orbito-Affective,0
834,SZ-HC,SBVW,Default,Frontoparietal,1
834,SZ-HC,SBVW,Default,Visual1,0
834,SZ-HC,SBVW,Default,Visual2,0
834,SZ-HC,SBVW,Default,Somatomotor,0
834,SZ-HC,SBVW,Auditory,Default,0
834,SZ-HC,SBVW,Default,Language,0
834,SZ-HC,SBVW,Default,Dorsal-attention,0
834,SZ-HC,SBVW,Default,Frontoparietal,0
834,SZ-HC,SBVW,Cingulo-Opercular,Default,0
834,SZ-HC,SBVW,Default,Default,0
834,SZ-HC,SBVW,Default,Posterior-Multimodal,0
834,SZ-HC,SBVW,Default,Ventral-Multimodal,0
834,SZ-HC,SBVW,Default,Orbito-Affective,0
836,SZ-HC,STR,Frontoparietal,Frontoparietal,0
836,SZ-HC,STR,Auditory,Frontoparietal,0
836,SZ-HC,STR,Frontoparietal,Language,0
836,SZ-HC,STR,Cingulo-Opercular,Frontoparietal,0
836,SZ-HC,STR,Auditory,Cingulo-Opercular,0
836,SZ-HC,STR,Cingulo-Opercular,Language,0
837,SZ-HC,ReHo,Default,Default,1
837,SZ-HC,ReHo,Cingulo-Opercular,Cingulo-Opercular,1
837,SZ-HC,ReHo,Language,Language,1
837,SZ-HC,ReHo,Frontoparietal,Frontoparietal,1
837,SZ-HC,ReHo,Auditory,Auditory,-1
837,SZ-HC,ReHo,Default,Default,-1
837,SZ-HC,ReHo,Frontoparietal,Frontoparietal,-1
837,SZ-HC,SBVW,Cingulo-Opercular,Default,-1
837,SZ-HC,SBVW,Default,Default,-1
837,SZ-HC,SBVW,Default,Frontoparietal,-1
837,SZ-HC,SBVW,Default,Frontoparietal,1
837,SZ-HC,SBVW,Frontoparietal,Frontoparietal,-1
837,SZ-HC,SBVW,Frontoparietal,Frontoparietal,1
837,SZ-HC,ReHo,Visual1,Visual1,0
837,SZ-HC,ReHo,Visual2,Visual2,0
837,SZ-HC,ReHo,Somatomotor,Somatomotor,0
837,SZ-HC,ReHo,Auditory,Auditory,0
837,SZ-HC,ReHo,Language,Language,0
837,SZ-HC,ReHo,Dorsal-attention,Dorsal-attention,0
837,SZ-HC,ReHo,Frontoparietal,Frontoparietal,0
837,SZ-HC,ReHo,Cingulo-Opercular,Cingulo-Opercular,0
837,SZ-HC,ReHo,Default,Default,0
837,SZ-HC,ReHo,Posterior-Multimodal,Posterior-Multimodal,0
837,SZ-HC,ReHo,Ventral-Multimodal,Ventral-Multimodal,0
837,SZ-HC,ReHo,Orbito-Affective,Orbito-Affective,0
837,SZ-HC,SBVW,Default,Visual1,0
837,SZ-HC,SBVW,Default,Visual2,0
837,SZ-HC,SBVW,Default,Somatomotor,0
837,SZ-HC,SBVW,Auditory,Default,0
837,SZ-HC,SBVW,Default,Language,0
837,SZ-HC,SBVW,Default,Dorsal-attention,0
837,SZ-HC,SBVW,Default,Frontoparietal,0
837,SZ-HC,SBVW,Cingulo-Opercular,Default,0
837,SZ-HC,SBVW,Default,Default,0
837,SZ-HC,SBVW,Default,Posterior-Multimodal,0
837,SZ-HC,SBVW,Default,Ventral-Multimodal,0
837,SZ-HC,SBVW,Default,Orbito-Affective,0
837,SZ-HC,SBVW,Frontoparietal,Visual1,0
837,SZ-HC,SBVW,Frontoparietal,Visual2,0
837,SZ-HC,SBVW,Frontoparietal,Somatomotor,0
837,SZ-HC,SBVW,Auditory,Frontoparietal,0
837,SZ-HC,SBVW,Frontoparietal,Language,0
837,SZ-HC,SBVW,Dorsal-attention,Frontoparietal,0
837,SZ-HC,SBVW,Frontoparietal,Frontoparietal,0
